stock,year,average_return,EBITDA_growth
PUNJABCHEM,2021,0.0046231882316916,0.7514846140003599
PUNJABCHEM,2022,0.0024837078944177,0.4447755060104799
RAYMOND,2017,0.0021126033539755,-0.1953518698749921
RAYMOND,2018,0.0017196028290893,0.4539228938640047
RAYMOND,2019,-0.0002078200780144,0.2261572507317009
RAYMOND,2020,-0.0046533932974787,0.1623613019721026
RAYMOND,2021,0.0022932322534641,
RAYMOND,2022,0.0039440221464686,
RBLBANK,2018,1.886086536533805e-05,0.1482361259471716
RBLBANK,2019,0.0016194673321637,0.3267123165936596
RBLBANK,2020,-0.0055134636498352,-0.088162454620114
RBLBANK,2021,0.0023957564929933,0.0122523900469893
RBLBANK,2022,-0.0013832111243146,-0.6738819332597517
RELAXO,2017,0.0015397993600924,-0.0124394184168011
RELAXO,2018,0.0012052797978867,0.2536806805169311
RELAXO,2019,0.0008065939041826,0.1002772793997717
RELAXO,2020,0.0020929658413277,0.2392896320673603
RELAXO,2021,0.0016922879979175,0.2398564593301435
RELAXO,2022,0.0009899401397133,-0.1520279396441939
RELIANCE,2017,0.0010450556562184,0.0284481321652807
RELIANCE,2018,0.0013093511021208,0.3359505843793333
RELIANCE,2019,0.0019323206289848,0.2490024803192063
RELIANCE,2020,-0.0004522409315159,0.0559057157658435
RELIANCE,2021,0.0026673160785038,0.0550513103561061
RELIANCE,2022,0.001243851406052,0.2451124760225533
RELINFRA,2017,0.0005731119746846,0.1187409569186921
RELINFRA,2018,-0.0007908996456441,-0.0875352057580973
RELINFRA,2019,-0.0019929657567226,
RELINFRA,2021,0.0057743443601851,0.5241319994961187
RELINFRA,2022,0.0056769495376786,-0.6170203063769149
SHALBY,2020,-0.0035537484777111,0.0814718624166566
SHALBY,2021,0.0038146169358161,-0.0366883608294232
SHALBY,2022,0.0010643315064888,0.3398799610344718
SHILPAMED,2017,0.0019569081221454,0.0766769632857442
SHILPAMED,2018,-0.0010371346805896,-0.0200874345918581
SHILPAMED,2019,-0.0009432081466901,0.0269713055198763
SHILPAMED,2020,-0.0007373924674782,0.3030143008965069
SHILPAMED,2021,0.0017046025350468,0.1459930469832047
SHILPAMED,2022,0.0011459992911798,-0.1759537005523124
SHOPERSTOP,2017,0.0001801552188765,-0.4120171673819742
SHOPERSTOP,2019,-0.0003100643098109,-0.3128542457490509
SHOPERSTOP,2021,0.0012028138683589,-0.534101758466853
SHOPERSTOP,2022,0.0036935393257183,0.7286411565259512
SHREECEM,2017,0.0014918291621494,0.3824607128431014
SHREECEM,2018,-7.836982418429939e-05,-0.0045601427522947
SHREECEM,2019,0.0006613350182574,0.0634705430148856
SHREECEM,2020,7.130811436155303e-05,0.3253095181768
SHREECEM,2021,0.0023238807864938,0.1200471054915086
SHREECEM,2022,-0.000655805386506,-0.0584123372239475
SIS,2019,-0.0008552863656582,0.0995066793296555
SIS,2020,0.0004786986712281,0.5410766023124205
SIS,2021,-0.0001472254602292,0.2701274741493669
SIS,2022,0.0011238701096765,-0.2339204342665526
SOBHA,2017,0.0012015908144374,-0.0455899899424658
SOBHA,2018,0.0020272788297646,0.2420828942516848
SOBHA,2019,7.191142171524126e-05,0.3117108730019322
SOBHA,2020,-0.0046909618294811,0.5895974192407973
SOBHA,2021,0.005379219924572,-0.3633204525868061
SOBHA,2022,0.0026408056655915,0.2966566371072527
SPARC,2018,0.0010715988481514,
SPARC,2019,-0.0022744789108679,-0.4202594567666025
SPARC,2020,-0.0020614611146991,
SPARC,2021,0.0019109527746807,-0.5684727292105193
SPARC,2022,0.0034923040547849,0.3885271662452572
STAR,2017,0.0002662325633469,0.8086116138813941
STAR,2018,-0.0018214333988453,0.3096281837763968
STAR,2019,-0.0006106885994286,-0.4876869540515588
STAR,2020,-0.0008584215509699,-0.3014762282340893
STAR,2021,0.0045353266963624,0.7086021220861005
STAR,2022,-0.0032704093376551,
SUMICHEM,2022,0.0020039810862471,0.2399408828399978
TATAMOTORS,2017,0.001019368446167,-0.1924833364292828
TATAMOTORS,2018,-0.0012926541926136,0.1671555730882967
TATAMOTORS,2019,-0.0022999299861054,-0.2198382223261321
TATAMOTORS,2020,-0.0027656957191613,-0.2413864241445056
TATAMOTORS,2021,0.006460499733847,0.666519721644143
TATAMOTORS,2022,0.0018715153730324,-0.2048890056918543
THYROCARE,2018,-0.0006077686729312,0.3161735854979204
THYROCARE,2019,-0.0003447581054953,-0.0211066062485093
THYROCARE,2020,0.0003117461757751,0.1009258131319283
THYROCARE,2021,0.0028909701276848,0.015878284923928
THYROCARE,2022,-0.0002538025570053,0.4375340376865264
TORNTPHARM,2017,0.0007890229761591,-0.421125726499745
TORNTPHARM,2018,-0.0006921751803691,0.0296894231430053
TORNTPHARM,2019,0.0019551776432955,0.0212427719359986
TORNTPHARM,2020,0.0003121992830207,0.3615709108193214
TORNTPHARM,2021,0.0013076966722242,0.1070534023371703
TORNTPHARM,2022,0.0006017201663834,-0.1552469658926522
TRIDENT,2017,0.0025939327128666,0.3004756974930873
TRIDENT,2018,-0.0011875851870002,-0.0789213809226303
TRIDENT,2019,0.0011626518052172,0.1230444390959015
TRIDENT,2020,-0.0011819133374186,-0.1567611272929188
TRIDENT,2021,0.005621945053233,-0.067247374683749
TRIDENT,2022,0.0060309617953154,
UFLEX,2017,0.0022371765358936,0.0660599935789698
UFLEX,2018,0.0011165337379514,0.0041402143699871
UFLEX,2019,-0.0015186353174654,0.1162715436057204
UFLEX,2020,-0.0013301416235064,0.1005483391963322
UFLEX,2021,0.0044263301316701,0.6476583482671199
UFLEX,2022,0.0023060359506483,0.2479444309431699
UNIONBANK,2017,0.0011099278073399,-0.380688881476424
UNIONBANK,2019,0.0005350129354324,-0.5959214454145536
UNIONBANK,2020,-0.0044149734891437,0.1562210452063228
UNIONBANK,2022,0.0009424574310124,0.8456426231592304
UNOMINDA,2017,0.0035411714514301,0.5089296136337109
UNOMINDA,2018,0.003829361260012,0.5610995074907814
UNOMINDA,2019,7.63399840606891e-05,0.2424803026048463
UNOMINDA,2020,-0.0009052432507716,-0.0988819611544647
UNOMINDA,2021,0.0037589331747552,0.1415104082144489
UNOMINDA,2022,0.0025686952408289,0.2256284329563813
USHAMART,2017,0.0024171304158856,0.3637410303095212
USHAMART,2018,0.000806349935508,
USHAMART,2019,0.0042009243588221,
USHAMART,2020,-0.003193764014737,
USHAMART,2021,0.0035431782728796,-0.5988960920617563
USHAMART,2022,0.0063335951571926,0.460762040763339
